country,states,id,country_iso2,country_norm,emoji_flag
Lesotho,"[{""name"": ""Berea"", ""active"": true}, {""name"": ""Butha-Buthe"", ""active"": true}, {""name"": ""Leribe"", ""active"": true}, {""name"": ""Mafeteng"", ""active"": true}, {""name"": ""Maseru"", ""active"": true}, {""name"": ""Mohale's Hoek"", ""active"": true}, {""name"": ""Mokhotlong"", ""active"": true}, {""name"": ""Qacha's Nek"", ""active"": true}, {""name"": ""Quthing"", ""active"": true}, {""name"": ""Thaba-Tseka"", ""active"": true}]",11d2398d-898a-47e4-aa36-6920a8493d33,LE, esotho,🇱🇪
Antigua and Barbuda,"[{""name"": ""Barbuda"", ""active"": true}, {""name"": ""Saint George"", ""active"": true}, {""name"": ""Saint John"", ""active"": true}, {""name"": ""Saint Mary"", ""active"": true}, {""name"": ""Saint Paul"", ""active"": true}, {""name"": ""Saint Peter"", ""active"": true}, {""name"": ""Saint Philip"", ""active"": true}]",9aa5212b-0c5f-4139-9912-0e10894a5f5d,AN, ntigua and arbuda,🇦🇳
Liberia,"[{""name"": ""Bomi"", ""active"": true}, {""name"": ""Bong"", ""active"": true}, {""name"": ""Grand Bassa"", ""active"": true}, {""name"": ""Grand Cape Mount"", ""active"": true}, {""name"": ""Grand Gedeh"", ""active"": true}, {""name"": ""Lofa"", ""active"": true}, {""name"": ""Margibi"", ""active"": true}, {""name"": ""Maryland"", ""active"": true}, {""name"": ""Montserrado"", ""active"": true}, {""name"": ""Nimba"", ""active"": true}, {""name"": ""Rivercess"", ""active"": true}, {""name"": ""Sinoe"", ""active"": true}]",f496445f-96b5-460c-8ff5-cc0305dfd39e,LI, iberia,🇱🇮
Argentina,"[{""name"": ""Buenos Aires"", ""active"": true}, {""name"": ""Catamarca"", ""active"": true}, {""name"": ""Chaco"", ""active"": true}, {""name"": ""Chubut"", ""active"": true}, {""name"": ""Córdoba"", ""active"": true}, {""name"": ""Corrientes"", ""active"": true}, {""name"": ""Entre Ríos"", ""active"": true}, {""name"": ""Formosa"", ""active"": true}, {""name"": ""Jujuy"", ""active"": true}, {""name"": ""La Pampa"", ""active"": true}, {""name"": ""La Rioja"", ""active"": true}, {""name"": ""Mendoza"", ""active"": true}, {""name"": ""Misiones"", ""active"": true}, {""name"": ""Neuquén"", ""active"": true}, {""name"": ""Río Negro"", ""active"": true}, {""name"": ""Salta"", ""active"": true}, {""name"": ""San Juan"", ""active"": true}, {""name"": ""San Luis"", ""active"": true}, {""name"": ""Santa Cruz"", ""active"": true}, {""name"": ""Santa Fe"", ""active"": true}, {""name"": ""Santiago del Estero"", ""active"": true}, {""name"": ""Tierra del Fuego"", ""active"": true}, {""name"": ""Tucumán"", ""active"": true}]",c633e1be-0e7b-498a-8ee7-3030cc01d408,AR, rgentina,🇦🇷
Libya,"[{""name"": ""Al Jabal al Akhdar"", ""active"": true}, {""name"": ""Al Jufrah"", ""active"": true}, {""name"": ""Al Marqab"", ""active"": true}, {""name"": ""Al Wahat"", ""active"": true}, {""name"": ""An Nuqat al Khams"", ""active"": true}, {""name"": ""Az Zawiyah"", ""active"": true}, {""name"": ""Banghazi"", ""active"": true}, {""name"": ""Darnah"", ""active"": true}, {""name"": ""Ghadamis"", ""active"": true}, {""name"": ""Gharyan"", ""active"": true}, {""name"": ""Misratah"", ""active"": true}, {""name"": ""Murzuq"", ""active"": true}, {""name"": ""Sabha"", ""active"": true}, {""name"": ""Surt"", ""active"": true}, {""name"": ""Tarhunah"", ""active"": true}, {""name"": ""Tripoli"", ""active"": true}, {""name"": ""Wadi al Shatii"", ""active"": true}, {""name"": ""Wadi al Hayaa"", ""active"": true}]",b1030299-080f-420e-b893-30f522f25702,LI, ibya,🇱🇮
Liechtenstein,"[{""name"": ""Balzers"", ""active"": true}, {""name"": ""Eschen"", ""active"": true}, {""name"": ""Gamprin"", ""active"": true}, {""name"": ""Mauren"", ""active"": true}, {""name"": ""Planken"", ""active"": true}, {""name"": ""Ruggell"", ""active"": true}, {""name"": ""Schaan"", ""active"": true}, {""name"": ""Schellenberg"", ""active"": true}, {""name"": ""Triesen"", ""active"": true}, {""name"": ""Triesenberg"", ""active"": true}, {""name"": ""Vaduz"", ""active"": true}]",9c35fb97-7070-4735-9604-b09201a4c72d,LI, iechtenstein,🇱🇮
Lithuania,"[{""name"": ""Alytus County"", ""active"": true}, {""name"": ""Kaunas County"", ""active"": true}, {""name"": ""Klaipėda County"", ""active"": true}, {""name"": ""Marijampolė County"", ""active"": true}, {""name"": ""Panevėžys County"", ""active"": true}, {""name"": ""Šiauliai County"", ""active"": true}, {""name"": ""Tauragė County"", ""active"": true}, {""name"": ""Telšiai County"", ""active"": true}, {""name"": ""Utena County"", ""active"": true}, {""name"": ""Vilnius County"", ""active"": true}]",3f1af0f5-4e8b-4c5c-afbc-129c166ae9bc,LI, ithuania,🇱🇮
Madagascar,"[{""name"": ""Antananarivo"", ""active"": true}, {""name"": ""Antsiranana"", ""active"": true}, {""name"": ""Fianarantsoa"", ""active"": true}, {""name"": ""Mahajanga"", ""active"": true}, {""name"": ""Toamasina"", ""active"": true}, {""name"": ""Toliara"", ""active"": true}]",2c6ef5e4-22b7-4d6b-95d6-9cb3b20e7030,MA, adagascar,🇲🇦
Armenia,"[{""name"": ""Aragatsotn"", ""active"": true}, {""name"": ""Ararat"", ""active"": true}, {""name"": ""Armavir"", ""active"": true}, {""name"": ""Gegharkunik"", ""active"": true}, {""name"": ""Kotayk"", ""active"": true}, {""name"": ""Lori"", ""active"": true}, {""name"": ""Shirak"", ""active"": true}, {""name"": ""Syunik"", ""active"": true}, {""name"": ""Tavush"", ""active"": true}, {""name"": ""Vayots Dzor"", ""active"": true}]",94111c3a-8775-4c2d-b632-90efff873531,AR, rmenia,🇦🇷
Malawi,"[{""name"": ""Central Region"", ""active"": true}, {""name"": ""Northern Region"", ""active"": true}, {""name"": ""Southern Region"", ""active"": true}]",f54465f1-6334-4385-be5b-c7480936b3b9,MA, alawi,🇲🇦
Malaysia,"[{""name"": ""Johor"", ""active"": true}, {""name"": ""Kedah"", ""active"": true}, {""name"": ""Kelantan"", ""active"": true}, {""name"": ""Melaka"", ""active"": true}, {""name"": ""Negeri Sembilan"", ""active"": true}, {""name"": ""Pahang"", ""active"": true}, {""name"": ""Perak"", ""active"": true}, {""name"": ""Perlis"", ""active"": true}, {""name"": ""Pulau Pinang"", ""active"": true}, {""name"": ""Sabah"", ""active"": true}, {""name"": ""Sarawak"", ""active"": true}, {""name"": ""Selangor"", ""active"": true}, {""name"": ""Terengganu"", ""active"": true}, {""name"": ""Wilayah Persekutuan"", ""active"": true}]",4e4f76fe-7bae-401c-9e6c-ff6770aa2773,MA, alaysia,🇲🇦
Maldives,"[{""name"": ""Alif Alif Atoll"", ""active"": true}, {""name"": ""Alif Dhaal Atoll"", ""active"": true}, {""name"": ""Baa Atoll"", ""active"": true}, {""name"": ""Dhaalu Atoll"", ""active"": true}, {""name"": ""Faafu Atoll"", ""active"": true}, {""name"": ""Gaafu Alif Atoll"", ""active"": true}, {""name"": ""Gaafu Dhaalu Atoll"", ""active"": true}, {""name"": ""Gnaviyani Atoll"", ""active"": true}, {""name"": ""Haa Alif Atoll"", ""active"": true}, {""name"": ""Haa Dhaalu Atoll"", ""active"": true}, {""name"": ""Kaafu Atoll"", ""active"": true}, {""name"": ""Laamu Atoll"", ""active"": true}, {""name"": ""Lhaviyani Atoll"", ""active"": true}, {""name"": ""Meemu Atoll"", ""active"": true}, {""name"": ""Noonu Atoll"", ""active"": true}, {""name"": ""Raa Atoll"", ""active"": true}, {""name"": ""Shaviyani Atoll"", ""active"": true}, {""name"": ""Thaa Atoll"", ""active"": true}, {""name"": ""Vaavu Atoll"", ""active"": true}]",f959fc3e-e914-45bf-afa1-d045726bf0ad,MA, aldives,🇲🇦
Mali,"[{""name"": ""Bamako"", ""active"": true}, {""name"": ""Gao"", ""active"": true}, {""name"": ""Kayes"", ""active"": true}, {""name"": ""Kidal"", ""active"": true}, {""name"": ""Koulikoro"", ""active"": true}, {""name"": ""Mopti"", ""active"": true}, {""name"": ""Ségou"", ""active"": true}, {""name"": ""Sikasso"", ""active"": true}, {""name"": ""Taoudénit"", ""active"": true}, {""name"": ""Tombouctou"", ""active"": true}]",917d4f65-69f6-40b9-81e4-5aca057195b4,MA, ali,🇲🇦
Australia,"[{""name"": ""Australian Capital Territory"", ""active"": true}, {""name"": ""New South Wales"", ""active"": true}, {""name"": ""Northern Territory"", ""active"": true}, {""name"": ""Queensland"", ""active"": true}, {""name"": ""South Australia"", ""active"": true}, {""name"": ""Tasmania"", ""active"": true}, {""name"": ""Victoria"", ""active"": true}, {""name"": ""Western Australia"", ""active"": true}]",8f467715-5eb1-4787-9698-38af986caea9,AU, ustralia,🇦🇺
Austria,"[{""name"": ""Burgenland"", ""active"": true}, {""name"": ""Carinthia"", ""active"": true}, {""name"": ""Lower Austria"", ""active"": true}, {""name"": ""Upper Austria"", ""active"": true}, {""name"": ""Salzburg"", ""active"": true}, {""name"": ""Styria"", ""active"": true}, {""name"": ""Tyrol"", ""active"": true}, {""name"": ""Vorarlberg"", ""active"": true}, {""name"": ""Vienna"", ""active"": true}]",de505d76-9e79-47c8-a33e-c707e09ea08d,AU, ustria,🇦🇺
Guinea-Bissau,"[{""name"": ""Bafatá"", ""active"": true}, {""name"": ""Biombo"", ""active"": true}, {""name"": ""Bissau"", ""active"": true}, {""name"": ""Bolama"", ""active"": true}, {""name"": ""Cacheu"", ""active"": true}, {""name"": ""Gabu"", ""active"": true}, {""name"": ""Oio"", ""active"": true}, {""name"": ""Quinara"", ""active"": true}, {""name"": ""Tombali"", ""active"": true}]",d5c84c48-bf1d-4dac-abc7-c6339a00ef6a,GU, uinea issau,🇬🇺
Azerbaijan,"[{""name"": ""Absheron"", ""active"": true}, {""name"": ""Agdam"", ""active"": true}, {""name"": ""Agdash"", ""active"": true}, {""name"": ""Agstafa"", ""active"": true}, {""name"": ""Agsu"", ""active"": true}, {""name"": ""Astara"", ""active"": true}, {""name"": ""Balakan"", ""active"": true}, {""name"": ""Baku"", ""active"": true}, {""name"": ""Barbakat"", ""active"": true}, {""name"": ""Bilasuvar"", ""active"": true}, {""name"": ""Dashkasan"", ""active"": true}, {""name"": ""Fizuli"", ""active"": true}, {""name"": ""Gadabay"", ""active"": true}, {""name"": ""Goranboy"", ""active"": true}, {""name"": ""Goychay"", ""active"": true}, {""name"": ""Hajigabul"", ""active"": true}, {""name"": ""Imishli"", ""active"": true}, {""name"": ""Ismayilli"", ""active"": true}, {""name"": ""Kalbajar"", ""active"": true}, {""name"": ""Khachmaz"", ""active"": true}, {""name"": ""Lankaran"", ""active"": true}, {""name"": ""Lerik"", ""active"": true}, {""name"": ""Masally"", ""active"": true}, {""name"": ""Nakhchivan"", ""active"": true}, {""name"": ""Neftchala"", ""active"": true}, {""name"": ""Oguz"", ""active"": true}, {""name"": ""Qabala"", ""active"": true}, {""name"": ""Qakh"", ""active"": true}, {""name"": ""Qarachi"", ""active"": true}, {""name"": ""Quba"", ""active"": true}, {""name"": ""Qubadli"", ""active"": true}, {""name"": ""Saatly"", ""active"": true}, {""name"": ""Sabirabad"", ""active"": true}, {""name"": ""Sadarak"", ""active"": true}, {""name"": ""Salyan"", ""active"": true}, {""name"": ""Shabran"", ""active"": true}, {""name"": ""Shaki"", ""active"": true}, {""name"": ""Shamakhi"", ""active"": true}, {""name"": ""Shamkir"", ""active"": true}, {""name"": ""Sharur"", ""active"": true}, {""name"": ""Shusha"", ""active"": true}, {""name"": ""Tartar"", ""active"": true}, {""name"": ""Tovuz"", ""active"": true}, {""name"": ""Ujar"", ""active"": true}, {""name"": ""Yardymli"", ""active"": true}, {""name"": ""Yevlakh"", ""active"": true}, {""name"": ""Zangilan"", ""active"": true}, {""name"": ""Zaqatala"", ""active"": true}, {""name"": ""Zardab"", ""active"": true}]",b9afeeda-3e74-4d70-a1a5-a22b0fb1180b,AZ, zerbaijan,🇦🇿
Cayman Islands,"[{""name"": ""George Town"", ""active"": true}, {""name"": ""Bodden Town"", ""active"": true}, {""name"": ""West Bay"", ""active"": true}]",523b7844-e334-4d3f-8d29-e70211c6c89a,CA, ayman slands,🇨🇦
Dominica,"[{""name"": ""Saint Andrew"", ""active"": true}, {""name"": ""Saint David"", ""active"": true}, {""name"": ""Saint George"", ""active"": true}, {""name"": ""Saint John"", ""active"": true}, {""name"": ""Saint Joseph"", ""active"": true}, {""name"": ""Saint Luke"", ""active"": true}, {""name"": ""Saint Mark"", ""active"": true}, {""name"": ""Saint Patrick"", ""active"": true}, {""name"": ""Saint Paul"", ""active"": true}, {""name"": ""Saint Peter"", ""active"": true}]",5529d392-3f4c-4639-a45e-59cacb6cdee4,DO, ominica,🇩🇴
Malta,"[{""name"": ""Attard"", ""active"": true}, {""name"": ""Balzan"", ""active"": true}, {""name"": ""Birgu"", ""active"": true}, {""name"": ""Birkirkara"", ""active"": true}, {""name"": ""Birżebbuġa"", ""active"": true}, {""name"": ""Bormla"", ""active"": true}, {""name"": ""Dingli"", ""active"": true}, {""name"": ""Fgura"", ""active"": true}, {""name"": ""Floriana"", ""active"": true}, {""name"": ""Fontana"", ""active"": true}, {""name"": ""Gudja"", ""active"": true}, {""name"": ""Gżira"", ""active"": true}, {""name"": ""Għajnsielem"", ""active"": true}, {""name"": ""Għarb"", ""active"": true}, {""name"": ""Għargħur"", ""active"": true}, {""name"": ""Għasri"", ""active"": true}, {""name"": ""Għaxaq"", ""active"": true}, {""name"": ""Ħamrun"", ""active"": true}, {""name"": ""Iklin"", ""active"": true}, {""name"": ""Isla"", ""active"": true}, {""name"": ""Kalkara"", ""active"": true}, {""name"": ""Kerċem"", ""active"": true}, {""name"": ""Lija"", ""active"": true}, {""name"": ""Luqa"", ""active"": true}, {""name"": ""Marsa"", ""active"": true}, {""name"": ""Marsaskala"", ""active"": true}, {""name"": ""Marsaxlokk"", ""active"": true}, {""name"": ""Mdina"", ""active"": true}, {""name"": ""Mellieħa"", ""active"": true}, {""name"": ""Mosta"", ""active"": true}, {""name"": ""Mqabba"", ""active"": true}, {""name"": ""Msida"", ""active"": true}, {""name"": ""Mtarfa"", ""active"": true}, {""name"": ""Nadur"", ""active"": true}, {""name"": ""Naxxar"", ""active"": true}, {""name"": ""Paola"", ""active"": true}, {""name"": ""Pembroke"", ""active"": true}, {""name"": ""Pietà"", ""active"": true}, {""name"": ""Qala"", ""active"": true}, {""name"": ""Qrendi"", ""active"": true}, {""name"": ""Rabat"", ""active"": true}, {""name"": ""Safi"", ""active"": true}, {""name"": ""Saint Julian's"", ""active"": true}, {""name"": ""San Ġwann"", ""active"": true}, {""name"": ""Sannat"", ""active"": true}, {""name"": ""Santa Lucija"", ""active"": true}, {""name"": ""Santa Venera"", ""active"": true}, {""name"": ""Siġġiewi"", ""active"": true}, {""name"": ""Sliema"", ""active"": true}, {""name"": ""Swieqi"", ""active"": true}, {""name"": ""Ta' Xbiex"", ""active"": true}, {""name"": ""Tarxien"", ""active"": true}, {""name"": ""Valletta"", ""active"": true}, {""name"": ""Xagħra"", ""active"": true}, {""name"": ""Xewkija"", ""active"": true}, {""name"": ""Xgħajra"", ""active"": true}, {""name"": ""Żabbar"", ""active"": true}, {""name"": ""Żebbuġ Gozo"", ""active"": true}, {""name"": ""Żebbuġ"", ""active"": true}, {""name"": ""Żejtun"", ""active"": true}, {""name"": ""Żurrieq"", ""active"": true}]",427747c1-ad7c-49b4-b0b7-78e3d9116261,MA, alta,🇲🇦
Marshall Islands,"[{""name"": ""Ailinglaplap Atoll"", ""active"": true}, {""name"": ""Ailuk Atoll"", ""active"": true}, {""name"": ""Arno Atoll"", ""active"": true}, {""name"": ""Aur Atoll"", ""active"": true}, {""name"": ""Ebon Atoll"", ""active"": true}, {""name"": ""Enewetak Atoll"", ""active"": true}, {""name"": ""Jabat Island"", ""active"": true}, {""name"": ""Jaluit Atoll"", ""active"": true}, {""name"": ""Kili Island"", ""active"": true}, {""name"": ""Kwajalein Atoll"", ""active"": true}, {""name"": ""Lae Atoll"", ""active"": true}, {""name"": ""Lib Island"", ""active"": true}, {""name"": ""Likiep Atoll"", ""active"": true}, {""name"": ""Majuro Atoll"", ""active"": true}, {""name"": ""Maloelap Atoll"", ""active"": true}, {""name"": ""Mejit Island"", ""active"": true}, {""name"": ""Mili Atoll"", ""active"": true}, {""name"": ""Namdrik Atoll"", ""active"": true}, {""name"": ""Namu Atoll"", ""active"": true}, {""name"": ""Rongelap Atoll"", ""active"": true}, {""name"": ""Ujae Atoll"", ""active"": true}, {""name"": ""Ujelang Atoll"", ""active"": true}, {""name"": ""Wotho Atoll"", ""active"": true}, {""name"": ""Wotje Atoll"", ""active"": true}]",e9146ac6-b6e9-490f-886f-2257fed06940,MA, arshall slands,🇲🇦
Mauritania,"[{""name"": ""Adrar"", ""active"": true}, {""name"": ""Assaba"", ""active"": true}, {""name"": ""Brakna"", ""active"": true}, {""name"": ""Dakhlet Nouadhibou"", ""active"": true}, {""name"": ""Gorgol"", ""active"": true}, {""name"": ""Guidimaka"", ""active"": true}, {""name"": ""Hodh Ech Chargui"", ""active"": true}, {""name"": ""Hodh El Gharbi"", ""active"": true}, {""name"": ""Inchiri"", ""active"": true}, {""name"": ""Nouakchott"", ""active"": true}, {""name"": ""Tagant"", ""active"": true}, {""name"": ""Tiris Zemmour"", ""active"": true}, {""name"": ""Trarza"", ""active"": true}]",b7baf032-c7c1-49d7-989f-8de6f00d5215,MA, auritania,🇲🇦
Mauritius,"[{""name"": ""Black River"", ""active"": true}, {""name"": ""Flacq"", ""active"": true}, {""name"": ""Grand Port"", ""active"": true}, {""name"": ""Moka"", ""active"": true}, {""name"": ""Pamplemousses"", ""active"": true}, {""name"": ""Plaines Wilhems"", ""active"": true}, {""name"": ""Port Louis"", ""active"": true}, {""name"": ""Rivière du Rempart"", ""active"": true}, {""name"": ""Savanne"", ""active"": true}]",2243f8c5-477e-4550-9f6c-db05143554d9,MA, auritius,🇲🇦
Mayotte,"[{""name"": ""Bandrele"", ""active"": true}, {""name"": ""Bouéni"", ""active"": true}, {""name"": ""Chirongui"", ""active"": true}, {""name"": ""Dembeni"", ""active"": true}, {""name"": ""Kani-Kéli"", ""active"": true}, {""name"": ""Mamoudzou"", ""active"": true}, {""name"": ""Mtsamboro"", ""active"": true}, {""name"": ""M'Tsangamouji"", ""active"": true}, {""name"": ""Ouangani"", ""active"": true}, {""name"": ""Pamandzi"", ""active"": true}, {""name"": ""Sada"", ""active"": true}, {""name"": ""Tsingoni"", ""active"": true}]",691430f8-59da-434e-b42f-195f75a1d485,MA, ayotte,🇲🇦
Venezuela,"[{""name"": ""Amazonas"", ""active"": true}, {""name"": ""Anzoátegui"", ""active"": true}, {""name"": ""Apure"", ""active"": true}, {""name"": ""Aragua"", ""active"": true}, {""name"": ""Barinas"", ""active"": true}, {""name"": ""Bolívar"", ""active"": true}, {""name"": ""Carabobo"", ""active"": true}, {""name"": ""Cojedes"", ""active"": true}, {""name"": ""Delta Amacuro"", ""active"": true}, {""name"": ""Falcón"", ""active"": true}, {""name"": ""Guárico"", ""active"": true}, {""name"": ""Lara"", ""active"": true}, {""name"": ""Mérida"", ""active"": true}, {""name"": ""Miranda"", ""active"": true}, {""name"": ""Monagas"", ""active"": true}, {""name"": ""Nueva Esparta"", ""active"": true}, {""name"": ""Portuguesa"", ""active"": true}, {""name"": ""Sucre"", ""active"": true}, {""name"": ""Táchira"", ""active"": true}, {""name"": ""Trujillo"", ""active"": true}, {""name"": ""Yaracuy"", ""active"": true}, {""name"": ""Zulia"", ""active"": true}, {""name"": ""Capital District"", ""active"": true}, {""name"": ""Dependencias Federales"", ""active"": true}, {""name"": ""Federal Dependencies of Venezuela"", ""active"": true}]",9a749eaa-43b3-4083-b340-a76c9745e98b,VE, enezuela,🇻🇪
